ensembl_gene_id	go_id
217	LOC725134	GO:0003676
218	LOC725134	GO:0006406
219	LOC725134	GO:0003723
220	LOC725134	GO:0042025
221	LOC725134	GO:0051028
222	LOC725134	GO:0005515
223	LOC107964937	
224	GeneID_677676	GO:0005549
225	GeneID_677676	GO:0005576
226	GeneID_409469	GO:0005506
227	GeneID_409469	GO:0016705
228	GeneID_409469	GO:0020037
229	GeneID_409469	GO:0004497
230	GeneID_409469	GO:0016021
231	GeneID_409469	GO:0016020
232	GeneID_409469	GO:0046872
233	GeneID_409469	GO:0016491
234	LOC113218790	
235	LOC552435	GO:0005509
236	LOC552435	GO:0005975
237	LOC552435	GO:0016020
238	LOC552435	GO:0004571
239	LOC552435	GO:1904382
240	LOC552435	GO:1904380
241	NC_001566.1:6734..6802_df_g	
242	LOC102655567	
243	LOC411013	GO:0016021
244	LOC411013	GO:0042578
245	LOC411013	GO:0016791
246	LOC726320	GO:0005615
247	LOC726320	GO:0004867
248	LOC102655862	
249	LOC725734	GO:0003676
250	LOC725734	GO:0003723
251	LOC552078	
252	LOC552078	GO:0008270
253	LOC552078	GO:0008237
254	LOC552078	GO:0006508
255	LOC724179	GO:0005524
256	LOC724179	GO:0004672
257	LOC724179	GO:0035091
258	LOC724179	GO:0006468
259	LOC100577839	
260	LOC113218852	
261	LOC100577784	GO:0003676
262	LOC100577784	GO:0016788
263	LOC100577784	GO:0004518
264	LOC100577784	GO:0036297
265	LOC551974	GO:0000398
266	LOC551974	GO:0005682
267	LOC551974	GO:0046540
268	GeneID_100315665	
269	LOC107965094	
270	LOC408564	GO:0016021
271	LOC408564	GO:0003824
272	LOC100576383	GO:0005509
273	LOC100576383	GO:0005975
274	LOC100576383	GO:0016020
275	LOC100576383	GO:0004571
276	LOC100576383	GO:0005549
277	LOC100576383	GO:0004984
278	LOC100576383	GO:0007608
279	LOC100578260	GO:0005829
280	LOC100578260	GO:0043551
281	LOC100578260	GO:0045022
282	LOC100578260	GO:0005515
283	LOC107966088	
284	LOC100578107	
285	LOC552701	GO:0008270
286	LOC552701	GO:0034979
287	LOC552701	GO:0036054
288	LOC552701	GO:0036055
289	LOC552701	GO:0070403
290	LOC552701	GO:0005739
291	LOC552701	GO:0016740
292	LOC726405	GO:0005524
293	LOC726405	GO:0004672
294	LOC726405	GO:0004674
295	LOC726405	GO:0006468
296	LOC552709	GO:0005634
297	LOC552709	GO:0003676
298	LOC552709	GO:0003723
299	LOC552709	GO:0006397
300	GeneID_807695	GO:0046872
301	GeneID_807695	GO:0016021
302	GeneID_807695	GO:0020037
303	GeneID_807695	GO:0004129
304	GeneID_807695	GO:0009060
305	GeneID_807695	GO:0005743
306	GeneID_807695	GO:0045277
307	GeneID_807695	GO:0006119
308	GeneID_807695	GO:0016020
309	GeneID_807695	GO:0005739
310	GeneID_807695	GO:0022900
311	GeneID_807695	GO:1902600
312	GeneID_807695	GO:0070469
313	LOC100577997	
314	LOC725653	GO:0016787
315	LOC725653	
316	LOC102654759	
317	LOC102656439	GO:0004000
318	LOC102656439	GO:0006154
319	LOC102656439	GO:0005615
320	LOC102656439	GO:0019239
321	LOC551212	GO:0016592
322	LOC724932	GO:0030176
323	LOC724932	GO:0035252
324	LOC107965752	
325	LOC100576161	
326	LOC100577603	GO:0005634
327	LOC100577603	GO:0003677
328	LOC100577603	GO:0006355
329	LOC100577603	GO:0007420
330	LOC100577603	GO:0006357
331	LOC100577603	GO:0043565
332	LOC100577603	GO:0003700
333	LOC100577603	GO:0000981
334	LOC102655072	GO:0005576
335	LOC102655072	GO:0008061
336	GeneID_732494	
337	LOC552289	GO:0005634
338	LOC552289	GO:0003676
339	LOC552289	GO:0003723
340	LOC552289	GO:0006397
341	LOC411463	
342	LOC411463	GO:0005085
343	LOC411463	GO:0005543
344	LOC411463	GO:0032012
345	LOC411463	GO:0005515
346	LOC107964819	
347	LOC552585	
348	LOC724929	GO:0005524
349	LOC724929	GO:0004672
350	LOC724929	GO:0004674
351	LOC724929	GO:0006468
352	LOC409455	GO:0005634
353	LOC409455	GO:0006355
354	LOC409455	GO:0043565
355	LOC409455	GO:0005515
356	LOC551501	GO:0016757
357	LOC551501	GO:0016020
358	LOC100577409	GO:0055085
359	LOC100577409	GO:0016020
360	LOC100577409	GO:0005515
361	GeneID_100578230	GO:0016021
362	GeneID_100578230	GO:0005549
363	GeneID_100578230	GO:0007165
364	GeneID_100578230	GO:0005886
365	GeneID_100578230	GO:0004984
366	GeneID_100578230	GO:0016020
367	GeneID_100578230	GO:0007608
368	LOC408809	GO:0046872
369	LOC408809	GO:0005524
370	LOC408809	GO:0003676
371	LOC408809	GO:0003723
372	LOC408809	GO:0007165
373	LOC408809	GO:0003951
374	LOC408809	GO:0007205
375	LOC408809	GO:0004143
376	LOC408809	GO:0035556
377	LOC408809	GO:0016301
378	LOC113218694	
379	LOC100576758	
380	LOC107965672	
381	LOC551202	
382	LOC411881	GO:0046872
383	LOC411881	GO:0005515
384	LOC409087	
385	LOC725880	GO:0003723
386	LOC725880	GO:0000398
387	LOC725880	GO:0005732
388	LOC725880	GO:0000387
389	LOC725880	GO:0005681
390	LOC100577423	GO:0003676
391	LOC100577423	GO:0008168
392	LOC100577423	GO:0032259
393	GeneID_807696	GO:0016021
394	GeneID_807696	GO:0005743
395	GeneID_807696	GO:0045263
396	GeneID_807696	GO:0015986
397	GeneID_807696	GO:0015078
398	GeneID_807696	GO:0016020
399	GeneID_807696	GO:0005739
400	GeneID_807696	GO:0006811
401	GeneID_807696	GO:0006754
402	GeneID_807696	GO:1902600
403	GeneID_104794336	
404	LOC107964154	
405	LOC408556	GO:0005525
406	LOC408556	GO:0003924
407	LOC412027	GO:0018024
408	LOC412027	GO:0005515
409	LOC413357	GO:0004843
410	LOC413357	GO:0006511
411	LOC413357	GO:0016579
412	LOC102654271	
413	LOC551495	GO:0034464
414	LOC102654461	
415	LOC107965256	
416	LOC727193	GO:0006629
417	LOC727193	GO:0016298
418	LOC411843	GO:0008180
419	LOC411843	GO:0010387
420	LOC727539	GO:0016746
421	LOC726514	GO:0005886
422	LOC726514	GO:0035556
423	LOC726514	GO:0009190
424	LOC726514	GO:0016849
425	LOC726514	GO:0004016
426	LOC726514	GO:0006171
427	LOC552429	GO:0004601
428	LOC552429	GO:0045454
429	LOC552429	GO:0051920
430	LOC552429	GO:0016491
431	LOC409182	
432	LOC100577293	
433	LOC107964493	
434	LOC102656291	GO:0070072
435	LOC113218516	
436	LOC724915	GO:0005515
437	LOC100578529	
438	LOC100576182	
439	LOC102656529	
440	LOC411044	GO:0046872
441	LOC411044	GO:0005634
442	LOC411044	GO:0006325
443	LOC551397	GO:0005840
444	LOC551397	GO:0003735
445	LOC551397	GO:0006412
446	LOC725638	
447	LOC724635	GO:0008168
448	LOC724635	GO:0008033
449	LOC724635	GO:0030488
450	LOC724635	GO:0106050
451	LOC100577749	
452	GeneID_104796174	
453	LOC100576825	
454	LOC552049	GO:0004190
455	LOC552049	GO:0006508
456	LOC552049	GO:0005515
457	LOC411009	
458	LOC725532	GO:0003677
459	LOC725532	GO:0046872
460	LOC725532	GO:0005634
461	LOC412712	GO:0005515
462	LOC409430	GO:0046872
463	LOC409430	GO:0016787
464	LOC409430	GO:0004721
465	LOC410038	GO:0005201
466	LOC552278	GO:0016021
467	LOC552278	GO:0008476
468	LOC552278	GO:0006478
469	LOC413266	GO:0005525
470	LOC413266	GO:0005524
471	LOC413266	GO:0016887
472	LOC413266	GO:0005737
473	LOC413266	GO:0043022
474	LOC413266	GO:0043023
475	LOC113218767	GO:0005549
476	LOC410761	GO:0046332
477	LOC102653955	GO:0032981
478	LOC100577098	
479	LOC412157	
480	LOC409546	
481	LOC725230	GO:0005634
482	LOC725230	GO:0003677
483	LOC725230	GO:0042025
484	LOC725230	GO:0046982
485	LOC725230	GO:0000786
486	LOC725230	GO:0006352
487	LOC725230	GO:0005694
488	LOC725230	GO:0030527
489	LOC724665	GO:0005634
490	LOC724665	GO:0006334
491	LOC100577801	GO:0006357
492	LOC100577801	GO:0061629
493	LOC724608	GO:0016021
494	LOC724608	GO:0055085
495	LOC724608	GO:0005262
496	LOC724608	GO:0016020
497	LOC724608	GO:0006811
498	LOC724608	GO:0005216
499	LOC724608	GO:0070588
500	LOC724608	GO:0005515
501	LOC551570	GO:0005515
502	LOC724538	GO:0005524
503	LOC724538	GO:0003676
504	LOC724538	GO:0003724
505	LOC724538	GO:0030490
506	LOC102655127	GO:0005515
507	LOC102656534	
508	LOC113218688	
509	LOC551597	GO:0005576
510	LOC551562	GO:0005524
511	LOC551562	GO:0007018
512	LOC551562	GO:0030286
513	LOC551562	GO:0045505
514	LOC551562	GO:0008569
515	LOC551562	GO:0051959
516	LOC107964645	
517	LOC725904	GO:0043087
518	LOC725904	GO:0048193
519	LOC100578428	
520	LOC724357	
521	GeneID_411659	GO:0005509
522	LOC113218715	
523	LOC102655275	
524	LOC726097	GO:0005549
525	LOC726097	GO:0004984
526	LOC726097	GO:0016020
527	LOC726097	GO:0007608
528	LOC113219040	
529	LOC113219231	
530	LOC413233	GO:0046872
531	LOC413233	GO:0005524
532	LOC725055	GO:0003839
533	LOC725108	
534	LOC413690	GO:0005524
535	LOC413690	GO:0003676
536	LOC413690	GO:0003723
537	LOC413690	GO:0003724
538	LOC413690	GO:0006401
539	LOC102656594	GO:0030431
540	LOC102656594	GO:0032222
541	LOC102656594	GO:1903818
542	GeneID_104794349	
543	LOC725896	GO:0017056
544	LOC725896	GO:0005643
545	LOC725896	GO:0006913
546	LOC725896	GO:0008139
547	LOC102656652	GO:0016021
548	LOC102656652	GO:0016192
549	LOC551391	GO:0003676
550	LOC551391	GO:0003723
551	LOC551391	GO:0030619
552	LOC408577	GO:0007165
553	LOC408577	GO:0005515
554	LOC411508	GO:0005525
555	LOC411508	GO:0003924
556	LOC411508	GO:0005874
557	LOC411508	GO:0007020
558	LOC411508	GO:0000930
559	LOC411508	GO:0031122
560	LOC411508	GO:0007017
561	LOC100578170	
562	LOC411140	GO:0016620
563	LOC411140	GO:0016491
564	LOC411140	GO:0004029
565	LOC412924	GO:0016192
566	GeneID_100629053	
567	LOC411141	GO:0005524
568	LOC411141	GO:0008270
569	LOC411141	GO:0016887
570	LOC411141	GO:0046983
571	LOC411141	GO:0051082
572	LOC411141	GO:0006457
573	LOC102655032	
574	LOC726681	
575	LOC413813	GO:0004843
576	LOC413813	GO:0006511
577	LOC413813	GO:0016579
578	LOC552104	GO:0005524
579	LOC552104	GO:0003824
580	LOC552104	GO:0009058
581	LOC552104	GO:0015937
582	LOC552104	GO:0004140
583	LOC412177	GO:0003824
584	LOC412177	GO:0008483
585	LOC412177	GO:0030170
586	LOC410162	GO:0004843
587	LOC410162	GO:0016579
588	LOC410098	GO:0046872
589	LOC410098	GO:0005515
590	LOC408624	
591	LOC409099	GO:0003723
592	LOC409099	GO:0008270
593	LOC409099	GO:0004842
594	LOC409099	GO:0043130
595	LOC727221	
596	LOC408761	GO:0030867
597	LOC408761	GO:0023041
598	LOC113218561	GO:0007018
599	LOC113218561	GO:0030286
600	LOC113218561	GO:0045505
601	LOC113218561	GO:0008569
602	LOC113218561	GO:0051959
603	LOC102653672	
604	LOC411572	GO:0004843
605	LOC411572	GO:0006511
606	LOC411572	GO:0016579
607	LOC411572	GO:0036459
608	LOC411572	GO:0043161
609	LOC411572	GO:0005515
610	LOC409638	GO:0016021
611	LOC409638	GO:0009922
612	LOC100578223	
613	LOC102654728	
614	LOC410632	GO:0005524
615	LOC410632	GO:0007165
616	LOC410632	GO:0004703
617	LOC410632	GO:0004672
618	LOC410632	GO:0004674
619	LOC410632	GO:0006468
620	LOC410632	
621	GeneID_412509	GO:0034472
622	GeneID_412509	GO:0005515
623	LOC107964289	
624	LOC727280	
625	LOC552384	GO:0008180
626	LOC551893	GO:0006457
627	LOC551893	GO:0016272
628	LOC727168	GO:0003824
629	LOC727168	GO:0005975
630	LOC727168	GO:0004553
631	LOC727168	GO:0005978
632	LOC727168	GO:0043169
633	LOC727168	GO:0003844
634	LOC100578592	
635	GeneID_100628993	
636	LOC107966112	
637	LOC113219119	
638	LOC725401	GO:0003723
639	LOC725401	GO:0000398
640	LOC725401	GO:0046540
641	LOC725401	GO:0005681
642	LOC725401	GO:0000956
643	LOC725401	GO:0005688
644	LOC102655515	
645	LOC409751	GO:0016791
646	LOC411071	GO:0051082
647	LOC411071	GO:0006457
648	LOC725233	
649	LOC409540	
650	LOC113219165	
651	LOC409897	GO:0005524
652	LOC409897	GO:0016021
653	LOC409897	GO:0055085
654	LOC409897	GO:0016887
655	LOC409897	GO:0042626
656	LOC409897	GO:0140359
657	LOC727022	GO:0005515
658	LOC102653778	GO:0005549
659	LOC102653778	GO:0004984
660	LOC102653778	GO:0016020
661	LOC102653778	GO:0007608
662	LOC552069	GO:0046872
663	LOC552069	GO:0016491
664	LOC552069	GO:0004022
665	LOC411529	GO:0005524
666	LOC411529	GO:0004672
667	LOC411529	GO:0006468
668	LOC100579021	
669	LOC100577039	GO:0003677
670	LOC100577039	GO:0042025
671	LOC100577039	GO:0000786
672	LOC100577039	GO:0006334
673	LOC724327	
674	LOC100577896	
675	LOC552741	GO:0006406
676	LOC552741	GO:0008541
677	LOC552741	GO:0043248
678	LOC727055	GO:0003735
679	LOC727055	GO:0005763
680	LOC411906	GO:0042799
681	LOC411906	GO:0005515
682	LOC411906	GO:0034772
683	LOC724947	GO:0016021
684	LOC724947	GO:0000139
685	LOC724947	GO:0006486
686	LOC724947	GO:0016757
687	LOC724947	GO:0016020
688	LOC724947	GO:0016758
689	LOC725118	GO:0016791
690	LOC725118	GO:0004725
691	LOC725118	GO:0016311
692	LOC725118	GO:0006470
693	LOC725118	GO:0005515
694	LOC551197	GO:0016021
695	LOC551197	GO:0005506
696	LOC551197	GO:0016705
697	LOC551197	GO:0020037
698	LOC551197	GO:0004497
699	LOC409377	GO:0005524
700	LOC409377	GO:0016787
701	LOC409377	GO:0016887
702	LOC102656390	
703	LOC412731	GO:0003824
704	LOC412731	GO:0007165
705	LOC412731	GO:0016791
706	LOC412731	GO:0046856
707	LOC412731	GO:0052745
708	LOC408868	GO:0046872
709	LOC408868	GO:0006021
710	LOC408868	GO:0008934
711	LOC408868	GO:0052832
712	LOC408868	GO:0052833
713	LOC408868	GO:0046855
714	LOC408868	GO:0046854
715	LOC100577963	GO:0007034
716	LOC551338	
717	LOC552374	GO:0005576
718	LOC552374	GO:0007275
719	LOC552374	GO:0005102
720	LOC552374	GO:0016055
721	GeneID_107964395	
722	LOC412367	GO:0003735
723	LOC412367	GO:0006412
724	LOC412367	GO:0015934
725	LOC725501	GO:0000287
726	LOC725501	GO:0004170
727	LOC725501	GO:0006226
728	LOC725501	GO:0046081
729	LOC725501	GO:0008418
730	LOC725501	GO:0070773
731	LOC725501	GO:0016811
732	LOC409078	
733	LOC102654200	
734	LOC100577214	
735	LOC725269	GO:0016020
736	LOC725269	GO:0005044
737	LOC102655442	
738	LOC410434	GO:0003676
739	LOC410434	GO:0003723
740	LOC408923	GO:0046982
741	LOC408923	GO:0006352
742	LOC408923	GO:0005669
743	LOC408923	GO:0006351
744	LOC408923	GO:0006355
745	LOC725311	GO:0005515
746	LOC408328	GO:0005525
747	LOC408328	GO:0003924
748	LOC408328	GO:0003746
749	LOC408328	GO:0006414
750	LOC552202	GO:0055085
751	LOC552202	GO:0022857
752	LOC113218974	
753	LOC726379	
754	LOC413491	GO:0016787
755	LOC113218737	
756	LOC410726	GO:0008270
757	LOC410726	GO:0061630
758	LOC102656637	GO:0005515
759	LOC412002	GO:0008270
760	LOC412002	GO:0061630
761	LOC412002	GO:0071596
762	LOC724790	GO:0003735
763	LOC724790	GO:0005762
764	LOC551418	GO:0005840
765	LOC551418	GO:0003735
766	LOC551418	GO:0006412
767	LOC551418	GO:0015934
768	LOC100578776	
769	LOC102656333	
770	LOC411725	GO:0015630
771	LOC411725	GO:0031514
772	LOC411725	GO:0060271
773	LOC411725	GO:0060294
774	LOC113218849	
775	LOC409594	
776	LOC410315	GO:0030695
777	LOC410315	GO:0005515
778	LOC412272	GO:0005506
779	LOC412272	GO:0016705
780	LOC412272	GO:0031418
781	LOC727071	GO:0003951
782	LOC727071	GO:0016301
783	LOC100578479	GO:0005634
784	LOC100578479	GO:0006260
785	LOC100578479	GO:0043625
786	LOC552601	GO:0006281
787	LOC552601	GO:0004843
788	LOC552601	GO:0008237
789	LOC552601	GO:0008233
790	LOC552601	GO:0070552
791	LOC552601	GO:0070531
792	LOC552601	GO:0070536
793	LOC552601	GO:0005515
794	LOC551825	GO:0005634
795	LOC551825	GO:0006355
796	LOC551825	GO:0042025
797	LOC551825	GO:0008270
798	LOC551825	GO:0043565
799	LOC551825	GO:0003700
800	LOC411217	GO:0005524
801	LOC411217	GO:0003676
802	LOC411217	GO:0003724
803	LOC725543	GO:0005515
804	LOC413280	GO:0005515
805	LOC550901	GO:0006482
806	LOC550901	GO:0051723
807	LOC408358	GO:0000045
808	LOC408358	GO:0000422
809	LOC551066	
810	LOC408532	GO:0003779
811	LOC408532	GO:0005516
812	LOC408532	GO:0031032
813	LOC408532	GO:0005515
814	LOC551158	GO:0005840
815	LOC551158	GO:0003735
816	LOC551158	GO:0006412
817	LOC551158	GO:0005763
818	LOC100578429	GO:0007099
819	LOC100578429	GO:0005815
820	LOC100578429	GO:0098535
821	LOC100578429	GO:0098536
822	LOC413925	
823	LOC413925	GO:0005515
824	LOC107964590	
825	LOC412620	GO:0055085
826	LOC412620	GO:0022857
827	LOC412620	GO:0016021
828	LOC408796	GO:0015031
829	LOC408796	GO:0030906
830	LOC408796	GO:0042147
831	LOC408796	GO:0005829
832	LOC552497	GO:0046872
833	LOC551762	
834	LOC551762	GO:0006730
835	LOC551762	GO:0004013
836	LOC102656570	GO:0016614
837	LOC102656570	GO:0050660
838	LOC724688	
839	LOC100577257	
840	LOC551373	GO:0016787
841	LOC412984	GO:0005840
842	LOC412984	GO:0003735
843	LOC412984	GO:0006412
844	LOC412984	GO:0005739
845	LOC100578826	GO:0006355
846	LOC725581	GO:0016021
847	LOC725581	GO:0016020
848	LOC725581	GO:0005452
849	LOC725581	GO:0008509
850	LOC725581	GO:0006820
851	LOC726597	GO:0003676
852	LOC726597	GO:0008270
853	LOC113219254	
854	LOC413583	GO:0005085
855	LOC413583	GO:0005515
856	LOC727392	GO:0042302
857	LOC727392	
858	LOC724638	GO:0001522
859	LOC724638	GO:0042254
860	LOC724638	GO:0030515
861	LOC724521	
862	LOC726043	GO:0005515
863	LOC552554	GO:0003824
864	LOC552554	GO:0003963
865	LOC552554	GO:0006396
866	LOC552554	GO:0005524
867	LOC102654683	GO:0008299
868	LOC102654683	GO:0016765
869	LOC100577546	GO:0016021
870	LOC100577546	GO:0016757
871	LOC100577546	GO:0016020
872	LOC726496	GO:0017053
873	LOC408621	GO:0016021
874	LOC408621	GO:0030246
875	LOC113219297	
876	LOC551554	GO:0005525
877	LOC551554	GO:0003924
878	LOC551554	GO:0007264
879	LOC551709	GO:0007165
880	LOC551709	GO:0035556
881	LOC551709	GO:0004435
882	LOC551709	GO:0009395
883	LOC551709	GO:0006629
884	LOC551709	GO:0008081
885	LOC551709	GO:0005515
886	LOC113218534	GO:0036066
887	LOC113218534	GO:0046922
888	LOC552053	GO:0016021
889	LOC552053	GO:0016279
890	GeneID_104796166	
891	LOC100578628	GO:0016491
892	LOC410286	GO:0046872
893	LOC410286	GO:0008168
894	LOC724301	GO:0005634
895	LOC724301	GO:0003677
896	LOC724301	GO:0006355
897	LOC724301	GO:0043565
898	LOC724301	GO:0000981
899	LOC102656292	
900	LOC410489	GO:0005524
901	LOC410489	GO:0004672
902	LOC410489	GO:0016459
903	LOC410489	GO:0003774
904	LOC410489	GO:0006468
905	LOC410489	GO:0005515
906	LOC410489	GO:0003779
907	LOC552640	GO:0016021
908	LOC552640	GO:0008519
909	LOC552640	GO:0016020
910	LOC552640	GO:0072488
911	LOC552640	GO:0005886
912	LOC107965375	
913	LOC102653738	GO:0005549
914	LOC102653738	GO:0004984
915	LOC102653738	GO:0016020
916	LOC102653738	GO:0007608
917	LOC409323	GO:0005515
918	LOC552169	GO:0005524
919	LOC552169	GO:0140658
920	LOC100578281	GO:0043087
921	LOC100577651	GO:0003676
922	LOC100577651	GO:0008408
923	GeneID_100302584	
924	GeneID_100302584	GO:0007165
925	GeneID_100302584	GO:0005515
926	GeneID_100302584	GO:0009605
927	LOC102655097	
928	LOC412993	GO:0016020
929	LOC412993	GO:0006811
930	LOC412993	GO:0005216
931	LOC412993	GO:0015276
932	LOC412993	GO:0004970
933	LOC412993	GO:0038023
934	LOC412993	
935	LOC102656085	
936	LOC100578126	
937	LOC552005	
938	GeneID_727204	GO:0042302
939	LOC727520	GO:0005524
940	LOC727520	GO:0006772
941	LOC727520	GO:0030975
942	LOC727520	GO:0009229
943	LOC727520	GO:0004788
944	LOC727520	GO:0005515
945	LOC725588	GO:0007165
946	LOC107965560	
947	LOC107964467	
948	LOC100578484	
949	GeneID_100629063	
950	LOC100577885	
951	LOC102656429	GO:0005549
952	LOC102656429	GO:0004984
953	LOC102656429	GO:0016020
954	LOC102656429	GO:0007608
955	LOC411193	GO:0005634
956	LOC411193	GO:0006355
957	LOC411193	GO:0043565
958	LOC411193	GO:0046982
959	LOC411193	GO:0016602
960	LOC411193	GO:0001228
961	LOC408952	GO:0008289
962	LOC113218624	
963	LOC552058	
964	LOC727210	GO:0006260
965	LOC727210	GO:0003697
966	LOC409881	GO:0005509
967	LOC411802	
968	LOC409456	GO:0003677
969	LOC100576947	
